gene,title,score,e_value,identities,align_length
PprA,"gi|785807861|gb|CP011100.1| Aeromonas hydrophila strain AH10, complete genome",42,5.64108,27,31
PprA,"gi|764079125|gb|CP010947.1| Aeromonas hydrophila strain AL06-06, complete genome",46,0.463048,33,39
PprA,"gi|764079125|gb|CP010947.1| Aeromonas hydrophila strain AL06-06, complete genome",43,5.64108,26,29
PprA,"gi|748231934|gb|CP006883.1| Aeromonas hydrophila J-1, complete genome",46,0.463048,33,39
PprA,"gi|2265458965|emb|LR963141.1| Aeromonas hydrophila isolate T4 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265454226|emb|LR963138.1| Aeromonas hydrophila strain vAh ST251 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265449258|emb|LR963135.1| Aeromonas hydrophila strain vAh ST251 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265444577|emb|LR963132.1| Aeromonas hydrophila strain vAh ST251 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265439653|emb|LR963129.1| Aeromonas hydrophila strain vAh ST251 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265434934|emb|LR963127.1| Aeromonas hydrophila strain vAh ST251 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265430172|emb|LR963122.1| Aeromonas dhakensis isolate TN4 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265430172|emb|LR963122.1| Aeromonas dhakensis isolate TN4 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265425554|emb|LR963117.1| Aeromonas dhakensis isolate TN5 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265425554|emb|LR963117.1| Aeromonas dhakensis isolate TN5 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265420415|emb|LR963112.1| Aeromonas dhakensis isolate TN3 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265420415|emb|LR963112.1| Aeromonas dhakensis isolate TN3 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265415584|emb|LR963107.1| Aeromonas dhakensis isolate TN49 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265415584|emb|LR963107.1| Aeromonas dhakensis isolate TN49 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265410592|emb|LR963104.1| Aeromonas dhakensis isolate TN14 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265410592|emb|LR963104.1| Aeromonas dhakensis isolate TN14 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265405416|emb|LR963099.1| Aeromonas dhakensis isolate TN10 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265405416|emb|LR963099.1| Aeromonas dhakensis isolate TN10 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265400372|emb|LR963094.1| Aeromonas dhakensis isolate TN50 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265400372|emb|LR963094.1| Aeromonas dhakensis isolate TN50 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265395661|emb|LR963089.1| Aeromonas dhakensis isolate TN11 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265395661|emb|LR963089.1| Aeromonas dhakensis isolate TN11 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265390828|emb|LR963084.1| Aeromonas dhakensis isolate TN59 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265390828|emb|LR963084.1| Aeromonas dhakensis isolate TN59 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|2265386260|emb|LR963079.1| Aeromonas dhakensis isolate TN45 genome assembly, chromosome: 1",46,0.463048,33,39
PprA,"gi|2265386260|emb|LR963079.1| Aeromonas dhakensis isolate TN45 genome assembly, chromosome: 1",43,5.64108,32,39
PprA,"gi|615567765|gb|CP007576.1| Aeromonas hydrophila pc104A, complete genome",46,0.463048,33,39
PprA,"gi|613730844|gb|CP007566.1| Aeromonas hydrophila AL09-71, complete genome",46,0.463048,33,39
PprA,"gi|591390487|gb|CP007410.1| Pseudomonas brassicacearum strain DF41, complete genome",46,0.463048,37,45
PprA,"gi|591390487|gb|CP007410.1| Pseudomonas brassicacearum strain DF41, complete genome",45,1.6162,35,42
PprA,"gi|591390487|gb|CP007410.1| Pseudomonas brassicacearum strain DF41, complete genome",44,1.6162,22,22
PprA,"gi|591390487|gb|CP007410.1| Pseudomonas brassicacearum strain DF41, complete genome",43,5.64108,26,29
PprA,"gi|570731247|gb|CP007031.1| Marichromatium purpuratum 984, complete genome",46,0.463048,38,46
PprA,"gi|1169601839|gb|CP014866.1| Pseudomonas aeruginosa strain PA_154197 chromosome, complete genome",45,1.6162,33,39
PprA,"gi|1169601839|gb|CP014866.1| Pseudomonas aeruginosa strain PA_154197 chromosome, complete genome",42,5.64108,27,31
PprA,"gi|1169601839|gb|CP014866.1| Pseudomonas aeruginosa strain PA_154197 chromosome, complete genome",42,5.64108,35,43
PprA,"gi|1133639402|emb|LT708304.1| Mycobacterium bovis AF2122/97 genome assembly, chromosome: Mycobacterium_bovis_AF212297",45,1.6162,24,25
PprA,"gi|1133639402|emb|LT708304.1| Mycobacterium bovis AF2122/97 genome assembly, chromosome: Mycobacterium_bovis_AF212297",43,5.64108,54,72
PprA,"gi|1133639402|emb|LT708304.1| Mycobacterium bovis AF2122/97 genome assembly, chromosome: Mycobacterium_bovis_AF212297",42,5.64108,24,26
PprA,"gi|1044641851|gb|CP011857.1| Pseudomonas aeruginosa strain ATCC 27853, complete genome",45,1.6162,33,39
PprA,"gi|1044641851|gb|CP011857.1| Pseudomonas aeruginosa strain ATCC 27853, complete genome",42,5.64108,27,31
PprA,"gi|1021448326|gb|CP014963.1| Geobacter anodireducens strain SD-1 chromosome, complete genome",45,1.6162,40,52
PprA,"gi|1016892938|gb|CP015117.1| Pseudomonas aeruginosa strain ATCC 27853 chromosome, complete genome",45,1.6162,33,39
PprA,"gi|1016892938|gb|CP015117.1| Pseudomonas aeruginosa strain ATCC 27853 chromosome, complete genome",42,5.64108,27,31
PprA,"gi|982189197|gb|CP013993.1| Pseudomonas aeruginosa DHS01 chromosome, complete genome",45,1.6162,33,39
PprA,"gi|982189197|gb|CP013993.1| Pseudomonas aeruginosa DHS01 chromosome, complete genome",42,5.64108,27,31
PprA,"gi|975043142|gb|CP013989.1| Pseudomonas aeruginosa strain USDA-ARS-USMARC-41639 chromosome, complete genome",45,1.6162,33,39
PprA,"gi|975043142|gb|CP013989.1| Pseudomonas aeruginosa strain USDA-ARS-USMARC-41639 chromosome, complete genome",42,5.64108,27,31
PprA,"gi|975043142|gb|CP013989.1| Pseudomonas aeruginosa strain USDA-ARS-USMARC-41639 chromosome, complete genome",42,5.64108,35,43
PprA,"gi|974341323|gb|CP008868.1| Pseudomonas aeruginosa strain T63266 chromosome, complete genome",45,1.6162,33,39
PprA,"gi|974341323|gb|CP008868.1| Pseudomonas aeruginosa strain T63266 chromosome, complete genome",42,5.64108,27,31
PprA,"gi|974335511|gb|CP008867.1| Pseudomonas aeruginosa strain T52373 chromosome, complete genome",45,1.6162,33,39
PprA,"gi|974335511|gb|CP008867.1| Pseudomonas aeruginosa strain T52373 chromosome, complete genome",42,5.64108,27,31
PprA,"gi|974311447|gb|CP008863.1| Pseudomonas aeruginosa strain M37351 chromosome, complete genome",45,1.6162,33,39
PprA,"gi|974311447|gb|CP008863.1| Pseudomonas aeruginosa strain M37351 chromosome, complete genome",42,5.64108,35,43
PprA,"gi|974311447|gb|CP008863.1| Pseudomonas aeruginosa strain M37351 chromosome, complete genome",42,5.64108,27,31
RecA,"gi|410696020|gb|CP003249.1| Thermus oshimai JL-2, complete genome",597,2.89642e-150,670,915
RecA,"gi|410696020|gb|CP003249.1| Thermus oshimai JL-2, complete genome",43,6.86003,40,51
RecA,"gi|410696020|gb|CP003249.1| Thermus oshimai JL-2, complete genome",43,6.86003,23,24
RecA,"gi|410696020|gb|CP003249.1| Thermus oshimai JL-2, complete genome",42,6.86003,21,21
RecA,"gi|1105531595|dbj|AP017920.1| Thermus thermophilus DNA, complete genome, strain: TMY",577,7.77218e-145,661,901
RecA,"gi|1105531595|dbj|AP017920.1| Thermus thermophilus DNA, complete genome, strain: TMY",48,0.161333,41,51
RecA,"gi|1105531595|dbj|AP017920.1| Thermus thermophilus DNA, complete genome, strain: TMY",43,6.86003,35,44
RecA,"gi|383508497|gb|CP003252.1| Thermus thermophilus JL-18, complete genome",570,3.30481e-143,656,898
RecA,"gi|383508497|gb|CP003252.1| Thermus thermophilus JL-18, complete genome",48,0.161333,41,51
RecA,"gi|383508497|gb|CP003252.1| Thermus thermophilus JL-18, complete genome",42,6.86003,24,26
RecA,"gi|333965676|gb|CP002777.1| Thermus thermophilus SG0.5JP17-16, complete genome",565,1.40524e-141,655,898
RecA,"gi|333965676|gb|CP002777.1| Thermus thermophilus SG0.5JP17-16, complete genome",48,0.161333,41,51
RecA,"gi|333965676|gb|CP002777.1| Thermus thermophilus SG0.5JP17-16, complete genome",42,6.86003,24,26
RecA,"gi|333965676|gb|CP002777.1| Thermus thermophilus SG0.5JP17-16, complete genome",42,6.86003,33,41
RecA,gi|119668705|emb|AM406670.1| Azoarcus olearius strain BH72 genome assembly,520,1.23268e-129,647,895
RecA,"gi|933519261|gb|CP012401.1| Azospirillum thiophilum strain BV-S chromosome 1, complete sequence",517,1.50171e-128,577,776
RecA,"gi|933519261|gb|CP012401.1| Azospirillum thiophilum strain BV-S chromosome 1, complete sequence",47,0.563106,25,26
RecA,"gi|933519261|gb|CP012401.1| Azospirillum thiophilum strain BV-S chromosome 1, complete sequence",44,1.96543,31,37
RecA,"gi|933519261|gb|CP012401.1| Azospirillum thiophilum strain BV-S chromosome 1, complete sequence",43,6.86003,31,36
RecA,"gi|1021448326|gb|CP014963.1| Geobacter anodireducens strain SD-1 chromosome, complete genome",493,4.90911e-122,675,956
RecA,"gi|1021448326|gb|CP014963.1| Geobacter anodireducens strain SD-1 chromosome, complete genome",47,0.563106,46,61
RecA,"gi|1021448326|gb|CP014963.1| Geobacter anodireducens strain SD-1 chromosome, complete genome",43,6.86003,23,24
RecA,"gi|938485835|gb|CP012914.1| Azospirillum brasilense strain Sp 7 chromosome, complete sequence",492,4.90911e-122,549,737
RecA,"gi|938485835|gb|CP012914.1| Azospirillum brasilense strain Sp 7 chromosome, complete sequence",43,6.86003,29,34
RecA,"gi|938485835|gb|CP012914.1| Azospirillum brasilense strain Sp 7 chromosome, complete sequence",42,6.86003,24,26
RecA,"gi|938485835|gb|CP012914.1| Azospirillum brasilense strain Sp 7 chromosome, complete sequence",42,6.86003,30,36
RecA,"gi|646255953|gb|CP007793.1| Azospirillum brasilense strain Az39, complete genome",469,1.6048e-115,482,639
RecA,"gi|646255953|gb|CP007793.1| Azospirillum brasilense strain Az39, complete genome",43,6.86003,29,34
RecA,"gi|646255953|gb|CP007793.1| Azospirillum brasilense strain Az39, complete genome",42,6.86003,24,26
RecA,"gi|1022528561|gb|CP015377.1| Pseudomonas aeruginosa strain BAMCPA07-48 chromosome, complete genome",467,5.6013e-115,634,888
RecA,"gi|1022528561|gb|CP015377.1| Pseudomonas aeruginosa strain BAMCPA07-48 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|1022528561|gb|CP015377.1| Pseudomonas aeruginosa strain BAMCPA07-48 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|1022528561|gb|CP015377.1| Pseudomonas aeruginosa strain BAMCPA07-48 chromosome, complete genome",44,1.96543,30,34
RecA,"gi|1022528561|gb|CP015377.1| Pseudomonas aeruginosa strain BAMCPA07-48 chromosome, complete genome",42,6.86003,33,41
RecA,"gi|1847250123|dbj|AP022810.1| Desulfuromonas sp. AOP6 DNA, complete genome",466,5.6013e-115,625,881
RecA,"gi|1021079766|dbj|AP017424.1| Streptomyces laurentii DNA, complete genome, strain: ATCC 31255",466,5.6013e-115,569,783
RecA,"gi|1021079766|dbj|AP017424.1| Streptomyces laurentii DNA, complete genome, strain: ATCC 31255",46,0.563106,29,33
RecA,"gi|1021079766|dbj|AP017424.1| Streptomyces laurentii DNA, complete genome, strain: ATCC 31255",45,1.96543,37,46
RecA,"gi|1021079766|dbj|AP017424.1| Streptomyces laurentii DNA, complete genome, strain: ATCC 31255",45,1.96543,27,30
RecA,"gi|1021079766|dbj|AP017424.1| Streptomyces laurentii DNA, complete genome, strain: ATCC 31255",43,6.86003,35,44
RecA,"gi|1021079766|dbj|AP017424.1| Streptomyces laurentii DNA, complete genome, strain: ATCC 31255",42,6.86003,21,21
RecA,"gi|1021079766|dbj|AP017424.1| Streptomyces laurentii DNA, complete genome, strain: ATCC 31255",42,6.86003,24,26
RecA,"gi|1044641851|gb|CP011857.1| Pseudomonas aeruginosa strain ATCC 27853, complete genome",463,6.82377e-114,632,887
RecA,"gi|1044641851|gb|CP011857.1| Pseudomonas aeruginosa strain ATCC 27853, complete genome",48,0.161333,27,29
RecA,"gi|1044641851|gb|CP011857.1| Pseudomonas aeruginosa strain ATCC 27853, complete genome",47,0.563106,25,26
RecA,"gi|1044641851|gb|CP011857.1| Pseudomonas aeruginosa strain ATCC 27853, complete genome",44,1.96543,30,34
RecA,"gi|1044641851|gb|CP011857.1| Pseudomonas aeruginosa strain ATCC 27853, complete genome",42,6.86003,33,41
RecA,"gi|1016892938|gb|CP015117.1| Pseudomonas aeruginosa strain ATCC 27853 chromosome, complete genome",463,6.82377e-114,632,887
RecA,"gi|1016892938|gb|CP015117.1| Pseudomonas aeruginosa strain ATCC 27853 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|1016892938|gb|CP015117.1| Pseudomonas aeruginosa strain ATCC 27853 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|1016892938|gb|CP015117.1| Pseudomonas aeruginosa strain ATCC 27853 chromosome, complete genome",44,1.96543,30,34
RecA,"gi|1016892938|gb|CP015117.1| Pseudomonas aeruginosa strain ATCC 27853 chromosome, complete genome",42,6.86003,33,41
RecA,"gi|974311447|gb|CP008863.1| Pseudomonas aeruginosa strain M37351 chromosome, complete genome",463,6.82377e-114,632,887
RecA,"gi|974311447|gb|CP008863.1| Pseudomonas aeruginosa strain M37351 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|974311447|gb|CP008863.1| Pseudomonas aeruginosa strain M37351 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|974311447|gb|CP008863.1| Pseudomonas aeruginosa strain M37351 chromosome, complete genome",42,6.86003,33,41
RecA,gi|817624209|gb|CP011369.1| Pseudomonas aeruginosa strain S04 90 chromosome,463,6.82377e-114,632,887
RecA,gi|817624209|gb|CP011369.1| Pseudomonas aeruginosa strain S04 90 chromosome,48,0.161333,27,29
RecA,gi|817624209|gb|CP011369.1| Pseudomonas aeruginosa strain S04 90 chromosome,47,0.563106,25,26
RecA,gi|817624209|gb|CP011369.1| Pseudomonas aeruginosa strain S04 90 chromosome,44,1.96543,30,34
RecA,gi|817624209|gb|CP011369.1| Pseudomonas aeruginosa strain S04 90 chromosome,42,6.86003,33,41
RecA,"gi|974341323|gb|CP008868.1| Pseudomonas aeruginosa strain T63266 chromosome, complete genome",458,8.31306e-113,631,887
RecA,"gi|974341323|gb|CP008868.1| Pseudomonas aeruginosa strain T63266 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|974341323|gb|CP008868.1| Pseudomonas aeruginosa strain T63266 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|974341323|gb|CP008868.1| Pseudomonas aeruginosa strain T63266 chromosome, complete genome",42,6.86003,33,41
RecA,"gi|974341323|gb|CP008868.1| Pseudomonas aeruginosa strain T63266 chromosome, complete genome",42,6.86003,21,21
RecA,"gi|974335511|gb|CP008867.1| Pseudomonas aeruginosa strain T52373 chromosome, complete genome",458,8.31306e-113,631,887
RecA,"gi|974335511|gb|CP008867.1| Pseudomonas aeruginosa strain T52373 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|974335511|gb|CP008867.1| Pseudomonas aeruginosa strain T52373 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|974335511|gb|CP008867.1| Pseudomonas aeruginosa strain T52373 chromosome, complete genome",42,6.86003,33,41
RecA,"gi|881079720|gb|CP012066.1| Pseudomonas aeruginosa strain F9676, complete genome",458,8.31306e-113,631,887
RecA,"gi|881079720|gb|CP012066.1| Pseudomonas aeruginosa strain F9676, complete genome",48,0.161333,27,29
RecA,"gi|881079720|gb|CP012066.1| Pseudomonas aeruginosa strain F9676, complete genome",47,0.563106,25,26
RecA,"gi|745838743|gb|CP007399.1| Pseudomonas aeruginosa strain F22031, complete genome",458,8.31306e-113,631,887
RecA,"gi|745838743|gb|CP007399.1| Pseudomonas aeruginosa strain F22031, complete genome",48,0.161333,27,29
RecA,"gi|745838743|gb|CP007399.1| Pseudomonas aeruginosa strain F22031, complete genome",47,0.563106,25,26
RecA,"gi|745838743|gb|CP007399.1| Pseudomonas aeruginosa strain F22031, complete genome",42,6.86003,33,41
RecA,"gi|674252391|gb|CP008739.2| Pseudomonas aeruginosa VRFPA04, complete genome",458,8.31306e-113,631,887
RecA,"gi|674252391|gb|CP008739.2| Pseudomonas aeruginosa VRFPA04, complete genome",48,0.161333,27,29
RecA,"gi|674252391|gb|CP008739.2| Pseudomonas aeruginosa VRFPA04, complete genome",47,0.563106,25,26
RecA,"gi|674252391|gb|CP008739.2| Pseudomonas aeruginosa VRFPA04, complete genome",42,6.86003,33,41
RecA,"gi|563408818|gb|CP006853.1| Pseudomonas aeruginosa MTB-1, complete genome",458,8.31306e-113,631,887
RecA,"gi|563408818|gb|CP006853.1| Pseudomonas aeruginosa MTB-1, complete genome",48,0.161333,27,29
RecA,"gi|563408818|gb|CP006853.1| Pseudomonas aeruginosa MTB-1, complete genome",47,0.563106,25,26
RecA,"gi|563408818|gb|CP006853.1| Pseudomonas aeruginosa MTB-1, complete genome",42,6.86003,33,41
RecA,"gi|1169601839|gb|CP014866.1| Pseudomonas aeruginosa strain PA_154197 chromosome, complete genome",453,3.5348e-111,630,887
RecA,"gi|1169601839|gb|CP014866.1| Pseudomonas aeruginosa strain PA_154197 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|1169601839|gb|CP014866.1| Pseudomonas aeruginosa strain PA_154197 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|1169601839|gb|CP014866.1| Pseudomonas aeruginosa strain PA_154197 chromosome, complete genome",42,6.86003,33,41
RecA,"gi|974282928|gb|CP008861.1| Pseudomonas aeruginosa strain H47921 chromosome, complete genome",453,3.5348e-111,630,887
RecA,"gi|974282928|gb|CP008861.1| Pseudomonas aeruginosa strain H47921 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|974282928|gb|CP008861.1| Pseudomonas aeruginosa strain H47921 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|974282928|gb|CP008861.1| Pseudomonas aeruginosa strain H47921 chromosome, complete genome",42,6.86003,33,41
RecA,"gi|974282928|gb|CP008861.1| Pseudomonas aeruginosa strain H47921 chromosome, complete genome",42,6.86003,21,21
RecA,"gi|974255378|gb|CP008857.1| Pseudomonas aeruginosa strain F30658 chromosome, complete genome",453,3.5348e-111,630,887
RecA,"gi|974255378|gb|CP008857.1| Pseudomonas aeruginosa strain F30658 chromosome, complete genome",48,0.161333,27,29
RecA,"gi|974255378|gb|CP008857.1| Pseudomonas aeruginosa strain F30658 chromosome, complete genome",47,0.563106,25,26
RecA,"gi|974255378|gb|CP008857.1| Pseudomonas aeruginosa strain F30658 chromosome, complete genome",44,1.96543,30,34
RecA,"gi|974255378|gb|CP008857.1| Pseudomonas aeruginosa strain F30658 chromosome, complete genome",44,1.96543,30,34
RecA,"gi|974255378|gb|CP008857.1| Pseudomonas aeruginosa strain F30658 chromosome, complete genome",44,1.96543,30,34
RecA,"gi|970332569|gb|CP013696.1| Pseudomonas aeruginosa strain 12-4-4(59) chromosome, complete genome",453,3.5348e-111,630,887
RecA,"gi|970332569|gb|CP013696.1| Pseudomonas aeruginosa strain 12-4-4(59) chromosome, complete genome",48,0.161333,27,29
RecA,"gi|970332569|gb|CP013696.1| Pseudomonas aeruginosa strain 12-4-4(59) chromosome, complete genome",47,0.563106,25,26
RecA,"gi|927993303|gb|CP012679.1| Pseudomonas aeruginosa strain PA1RG chromosome, complete genome",453,3.5348e-111,630,887
RecA,"gi|927993303|gb|CP012679.1| Pseudomonas aeruginosa strain PA1RG chromosome, complete genome",48,0.161333,27,29
RecA,"gi|927993303|gb|CP012679.1| Pseudomonas aeruginosa strain PA1RG chromosome, complete genome",47,0.563106,25,26
RecA,"gi|927993303|gb|CP012679.1| Pseudomonas aeruginosa strain PA1RG chromosome, complete genome",45,1.96543,30,35
RecA,"gi|927993303|gb|CP012679.1| Pseudomonas aeruginosa strain PA1RG chromosome, complete genome",42,6.86003,33,41
RecA,"gi|927226644|gb|CP004054.2| Pseudomonas aeruginosa PA1, complete genome",453,3.5348e-111,630,887
RecA,"gi|927226644|gb|CP004054.2| Pseudomonas aeruginosa PA1, complete genome",48,0.161333,27,29
RecA,"gi|927226644|gb|CP004054.2| Pseudomonas aeruginosa PA1, complete genome",47,0.563106,25,26
RecA,"gi|927226644|gb|CP004054.2| Pseudomonas aeruginosa PA1, complete genome",45,1.96543,30,35
RecA,"gi|927226644|gb|CP004054.2| Pseudomonas aeruginosa PA1, complete genome",42,6.86003,33,41
RecA,"gi|861670927|gb|CP012001.1| Pseudomonas aeruginosa DSM 50071, complete genome",453,3.5348e-111,630,887
RecA,"gi|861670927|gb|CP012001.1| Pseudomonas aeruginosa DSM 50071, complete genome",48,0.161333,27,29
RecA,"gi|861670927|gb|CP012001.1| Pseudomonas aeruginosa DSM 50071, complete genome",47,0.563106,25,26
RecA,"gi|861670927|gb|CP012001.1| Pseudomonas aeruginosa DSM 50071, complete genome",42,6.86003,33,41
RecA,"gi|815968487|gb|CP011317.1| Pseudomonas aeruginosa strain Carb01 63, complete genome",453,3.5348e-111,630,887
RecA,"gi|815968487|gb|CP011317.1| Pseudomonas aeruginosa strain Carb01 63, complete genome",48,0.161333,27,29
RecA,"gi|815968487|gb|CP011317.1| Pseudomonas aeruginosa strain Carb01 63, complete genome",47,0.563106,25,26
RecA,"gi|751373101|gb|CP010555.1| Pseudomonas aeruginosa strain FRD1, complete genome",453,3.5348e-111,630,887
RecA,"gi|751373101|gb|CP010555.1| Pseudomonas aeruginosa strain FRD1, complete genome",48,0.161333,27,29
RecA,"gi|751373101|gb|CP010555.1| Pseudomonas aeruginosa strain FRD1, complete genome",47,0.563106,25,26
RecA,gi|589338112|gb|CP006985.1| Pseudomonas aeruginosa LESlike4 sequence,453,3.5348e-111,630,887
RecA,gi|589338112|gb|CP006985.1| Pseudomonas aeruginosa LESlike4 sequence,48,0.161333,27,29
RecA,gi|589338112|gb|CP006985.1| Pseudomonas aeruginosa LESlike4 sequence,47,0.563106,25,26
RecA,gi|589338112|gb|CP006985.1| Pseudomonas aeruginosa LESlike4 sequence,44,1.96543,30,34
RecA,gi|589338112|gb|CP006985.1| Pseudomonas aeruginosa LESlike4 sequence,42,6.86003,33,41
RecA,gi|589338112|gb|CP006985.1| Pseudomonas aeruginosa LESlike4 sequence,42,6.86003,27,31
RecA,gi|589332184|gb|CP006984.1| Pseudomonas aeruginosa LESlike1 chromosome,453,3.5348e-111,630,887
RecA,gi|589332184|gb|CP006984.1| Pseudomonas aeruginosa LESlike1 chromosome,48,0.161333,27,29
